config_id,train_mode,epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
mlp,A,12,9.549150281252631e-05,0.4629746703218531,0.8177037037037037,0.7640115447044372,0.7211666666666666
mlp,A,13,4.322727117869951e-05,0.44179196179354635,0.8266851851851852,0.7644482897122701,0.7218333333333333
mlp,A,14,1.0926199633097156e-05,0.43387109303474425,0.8278518518518518,0.7617913867632548,0.7231666666666666
mlp,A,15,0.0,0.42415987429795443,0.8337962962962963,0.7631765259106954,0.7243333333333334
mlp,B,1,0.0009890738003669028,0.5014268547428978,0.8204444444444444,0.40015065677960715,0.8463333333333334
mlp,B,2,0.0009567727288213003,0.3679213741267169,0.8645555555555555,0.3740228013594945,0.8603333333333333
mlp,B,3,0.0009045084971874737,0.3345776513417562,0.8767037037037037,0.3629207099278768,0.8641666666666666
mlp,B,4,0.0008345653031794292,0.31126099137906676,0.8845925925925926,0.32971936047077177,0.8766666666666667
mlp,B,5,0.00075,0.2936679778010757,0.8904074074074074,0.32116758743921914,0.8805
mlp,B,6,0.0006545084971874737,0.27603367827998265,0.8972777777777777,0.31738217755158743,0.8871666666666667
mlp,B,7,0.0005522642316338268,0.2613119432528814,0.9015925925925926,0.304784329255422,0.8853333333333333
mlp,B,8,0.0004477357683661734,0.24783480471151847,0.9067407407407407,0.29663021552562713,0.8881666666666667
mlp,B,9,0.0003454915028125264,0.2333045870264371,0.9120925925925926,0.30144503903388975,0.8906666666666667
mlp,B,10,0.0002500000000000001,0.21995737790619885,0.9171296296296296,0.2915254282951355,0.8955
mlp,B,11,0.00016543469682057103,0.21058140174106316,0.9205740740740741,0.28717832287152606,0.8981666666666667
mlp,B,12,9.549150281252631e-05,0.20078024984289097,0.9249444444444445,0.29989522592226664,0.8945
mlp,B,13,4.322727117869951e-05,0.19212709981865353,0.928,0.295951998591423,0.8961666666666667
mlp,B,14,1.0926199633097156e-05,0.1872428541051017,0.930074074074074,0.28727888015906017,0.8985
mlp,B,15,0.0,0.18474607022603354,0.9316111111111111,0.2876975766023,0.8983333333333333
vit_p16_conv,A,1,0.0009890738003669028,1.2629896127206308,0.49524074074074076,0.9534918556213379,0.6235
vit_p16_conv,A,2,0.0009567727288213003,0.9153815055776525,0.6445,0.8165239928563436,0.6876666666666666
vit_p16_conv,A,3,0.0009045084971874737,0.8297760485896358,0.6778888888888889,0.7687273316383362,0.702
vit_p16_conv,A,4,0.0008345653031794292,0.7790987530107851,0.6983703703703704,0.7649567662874858,0.7038333333333333
vit_p16_conv,A,5,0.00075,0.7313184019724528,0.7150740740740741,0.7171861240069072,0.7303333333333333
vit_p16_conv,A,6,0.0006545084971874737,0.6933381307213394,0.7327222222222223,0.6639729409217835,0.7458333333333333
vit_p16_conv,A,7,0.0005522642316338268,0.6584607156117758,0.7483888888888889,0.6504796601931254,0.7501666666666666
vit_p16_conv,A,8,0.0004477357683661734,0.627705355308674,0.7597037037037037,0.6132652788162232,0.7721666666666667
vit_p16_conv,A,9,0.0003454915028125264,0.5964782342910767,0.7708148148148148,0.5943567051092784,0.777
vit_p16_conv,A,10,0.0002500000000000001,0.5686267799271477,0.7820555555555555,0.5767284186681112,0.7883333333333333
vit_p16_conv,A,11,0.00016543469682057103,0.5446324970810502,0.790074074074074,0.5663161189556122,0.7931666666666667
vit_p16_conv,A,12,9.549150281252631e-05,0.5231790491033483,0.7983333333333333,0.5518092896143595,0.7976666666666666
vit_p16_conv,A,13,4.322727117869951e-05,0.5050749910849112,0.8062037037037038,0.5467043942610422,0.7991666666666667
vit_p16_conv,A,14,1.0926199633097156e-05,0.4914180910322401,0.8102407407407407,0.5461589319705963,0.7986666666666666
vit_p16_conv,A,15,0.0,0.4840658173031277,0.8147592592592593,0.5364652604262035,0.8035
vit_p16_conv,B,1,0.0009890738003669028,0.6315488361429286,0.7695185185185185,0.46202986311912536,0.8266666666666667
vit_p16_conv,B,2,0.0009567727288213003,0.45923718673211555,0.834,0.4173674703439077,0.8451666666666666
vit_p16_conv,B,3,0.0009045084971874737,0.4173421786272967,0.8490740740740741,0.422676736275355,0.8488333333333333
vit_p16_conv,B,4,0.0008345653031794292,0.391753866204509,0.8541666666666666,0.36577632546424865,0.8658333333333333
vit_p16_conv,B,5,0.00075,0.36905077471556486,0.8642592592592593,0.35774987836678823,0.866
vit_p16_conv,B,6,0.0006545084971874737,0.34962695862628795,0.8698888888888889,0.35634389678637185,0.8723333333333333
vit_p16_conv,B,7,0.0005522642316338268,0.3305197470232292,0.8766851851851852,0.3349351862271627,0.8758333333333334
vit_p16_conv,B,8,0.0004477357683661734,0.31692311879882107,0.881537037037037,0.324138716896375,0.8801666666666667
vit_p16_conv,B,9,0.0003454915028125264,0.2983813063347781,0.8877777777777778,0.318230389436086,0.8811666666666667
vit_p16_conv,B,10,0.0002500000000000001,0.28353357026312087,0.8928148148148148,0.311482865134875,0.8851666666666667
vit_p16_conv,B,11,0.00016543469682057103,0.2700233459737566,0.8979074074074074,0.3014278302590052,0.8903333333333333
vit_p16_conv,B,12,9.549150281252631e-05,0.2581402748690711,0.9012407407407408,0.31438100548585257,0.8865
vit_p16_conv,B,13,4.322727117869951e-05,0.24758540798999645,0.9064444444444445,0.3027329751650492,0.8905
vit_p16_conv,B,14,1.0926199633097156e-05,0.23853248454906323,0.9102407407407408,0.2951495139201482,0.8936666666666667
vit_p16_conv,B,15,0.0,0.23328861227300432,0.9112777777777777,0.293376220703125,0.8938333333333334
vit_p16_linear,A,1,0.0009890738003669028,1.2419164034525554,0.5072407407407408,0.9002317112286885,0.6505
vit_p16_linear,A,2,0.0009567727288213003,0.8906372856387386,0.6528333333333334,0.7893893248240152,0.6976666666666667
vit_p16_linear,A,3,0.0009045084971874737,0.8089813286640026,0.6863518518518519,0.7526444072723388,0.7
vit_p16_linear,A,4,0.0008345653031794292,0.7685137040350172,0.7022407407407407,0.7234467919667562,0.7058333333333333
vit_p16_linear,A,5,0.00075,0.7228017208487899,0.7237037037037037,0.6836642661094665,0.7418333333333333
vit_p16_linear,A,6,0.0006545084971874737,0.6933620638494138,0.7370740740740741,0.6701685927708944,0.7493333333333333
vit_p16_linear,A,7,0.0005522642316338268,0.6636905803857026,0.7455925925925926,0.6543949926694235,0.7525
vit_p16_linear,A,8,0.0004477357683661734,0.6295544769322431,0.759537037037037,0.5980314701398214,0.7725
vit_p16_linear,A,9,0.0003454915028125264,0.5988327524926927,0.769,0.6056272978782654,0.7698333333333334
vit_p16_linear,A,10,0.0002500000000000001,0.5730929089828773,0.7788333333333334,0.589191077709198,0.78
vit_p16_linear,A,11,0.00016543469682057103,0.5464016571133226,0.7898703703703703,0.572787109375,0.7866666666666666
vit_p16_linear,A,12,9.549150281252631e-05,0.5240784400039249,0.798537037037037,0.5492217586835225,0.7948333333333333
vit_p16_linear,A,13,4.322727117869951e-05,0.5053991565174527,0.8048333333333333,0.5399463885625203,0.8005
vit_p16_linear,A,14,1.0926199633097156e-05,0.4933276314028987,0.8107407407407408,0.5434306948979696,0.7965
vit_p16_linear,A,15,0.0,0.4858812302660059,0.8135925925925926,0.5323113615512848,0.8018333333333333
vit_p16_linear,B,1,0.0009890738003669028,0.6302425417458569,0.7684814814814814,0.4580962906678518,0.8351666666666666
vit_p16_linear,B,2,0.0009567727288213003,0.4573981604134595,0.8348148148148148,0.4276339657306671,0.8388333333333333
vit_p16_linear,B,3,0.0009045084971874737,0.41959384715115583,0.8477222222222223,0.42792123834292095,0.847
vit_p16_linear,B,4,0.0008345653031794292,0.3928360295119109,0.8538148148148148,0.38405663514137267,0.8545
vit_p16_linear,B,5,0.00075,0.3701112244040878,0.862574074074074,0.3647286459207535,0.8663333333333333
vit_p16_linear,B,6,0.0006545084971874737,0.35258745944941483,0.8680185185185185,0.35023725366592406,0.8743333333333333
vit_p16_linear,B,7,0.0005522642316338268,0.33562753717987626,0.8748888888888889,0.33913254622618355,0.8758333333333334
vit_p16_linear,B,8,0.0004477357683661734,0.31884554886376415,0.8820185185185185,0.3342801824808121,0.878
vit_p16_linear,B,9,0.0003454915028125264,0.300953000664711,0.884962962962963,0.32465053578217823,0.8801666666666667
vit_p16_linear,B,10,0.0002500000000000001,0.28573816129013346,0.8916851851851851,0.3295926909844081,0.8806666666666667
vit_p16_linear,B,11,0.00016543469682057103,0.2697110287525036,0.8976666666666666,0.30965315210819244,0.8893333333333333
vit_p16_linear,B,12,9.549150281252631e-05,0.25834372543405604,0.9023703703703704,0.3195976001818975,0.8858333333333334
vit_p16_linear,B,13,4.322727117869951e-05,0.2467122609615326,0.9072222222222223,0.3150306633710861,0.8871666666666667
vit_p16_linear,B,14,1.0926199633097156e-05,0.23914164436746527,0.9102407407407408,0.30413423120975497,0.8908333333333334
vit_p16_linear,B,15,0.0,0.23289487609156856,0.9115925925925926,0.3043035130103429,0.8908333333333334
vit_p4_conv,A,1,0.0009890738003669028,1.4725346805254618,0.432,1.2591783208847045,0.52
vit_p4_conv,A,2,0.0009567727288213003,1.0897079450466014,0.5821851851851851,1.0376250642140707,0.5858333333333333
vit_p4_conv,A,3,0.0009045084971874737,0.9651955916086833,0.6306481481481482,0.886867516040802,0.661
vit_p4_conv,A,4,0.0008345653031794292,0.8976825690975896,0.6573888888888889,0.9275188156763713,0.6481666666666667
vit_p4_conv,A,5,0.00075,0.8520057812796699,0.677074074074074,0.8301471956570943,0.6856666666666666
vit_p4_conv,A,6,0.0006545084971874737,0.8016455752937882,0.6967592592592593,0.7459295404752095,0.7253333333333334
vit_p4_conv,A,7,0.0005522642316338268,0.7518362963817737,0.7167222222222223,0.7387791943550109,0.7243333333333334
vit_p4_conv,A,8,0.0004477357683661734,0.7195546489998146,0.7277407407407407,0.7064034377733867,0.7391666666666666
vit_p4_conv,A,9,0.0003454915028125264,0.6880553056575633,0.7416666666666667,0.7731120422681172,0.713
vit_p4_conv,A,10,0.0002500000000000001,0.6587114730057892,0.7529444444444444,0.7413093546231587,0.7241666666666666
vit_p4_conv,A,11,0.00016543469682057103,0.6291488647284331,0.7649259259259259,0.6475720483462016,0.7566666666666667
vit_p4_conv,A,12,9.549150281252631e-05,0.6041949010778357,0.7737592592592593,0.6875050190289815,0.7425
vit_p4_conv,A,13,4.322727117869951e-05,0.5776883890717118,0.7833888888888889,0.6469799795150757,0.7545
vit_p4_conv,A,14,1.0926199633097156e-05,0.5633399899447405,0.7888888888888889,0.6710725847880046,0.7536666666666667
vit_p4_conv,A,15,0.0,0.5549429190070541,0.7920555555555555,0.6501050581932067,0.7585
vit_p4_conv,B,1,0.0009890738003669028,0.9806703412444503,0.6143333333333333,0.6283914755185445,0.7545
vit_p4_conv,B,2,0.0009567727288213003,0.5949350512116044,0.7803703703703704,0.5454490811824798,0.8015
vit_p4_conv,B,3,0.0009045084971874737,0.51371478066621,0.8123703703703704,0.4981849661668142,0.818
vit_p4_conv,B,4,0.0008345653031794292,0.47079260618598373,0.8261851851851851,0.44281511028607684,0.8365
vit_p4_conv,B,5,0.00075,0.4415233663188087,0.8371666666666666,0.4221657673517863,0.8453333333333334
vit_p4_conv,B,6,0.0006545084971874737,0.4189453238469583,0.8460925925925926,0.4389836997191111,0.8413333333333334
vit_p4_conv,B,7,0.0005522642316338268,0.39812404501879656,0.8526296296296296,0.39583766102790835,0.8543333333333333
vit_p4_conv,B,8,0.0004477357683661734,0.3816871039602492,0.857462962962963,0.3753968737522761,0.8633333333333333
vit_p4_conv,B,9,0.0003454915028125264,0.36499480662522493,0.8640185185185185,0.36824756689866384,0.8641666666666666
vit_p4_conv,B,10,0.0002500000000000001,0.34900991165196454,0.8694444444444445,0.3668819049994151,0.8651666666666666
vit_p4_conv,B,11,0.00016543469682057103,0.3340588837994469,0.8742037037037037,0.35852980144818625,0.8701666666666666
vit_p4_conv,B,12,9.549150281252631e-05,0.321440754448926,0.8787037037037037,0.3542101882696152,0.8731666666666666
vit_p4_conv,B,13,4.322727117869951e-05,0.31107322534808407,0.8828148148148148,0.35662584225336713,0.8708333333333333
vit_p4_conv,B,14,1.0926199633097156e-05,0.3046381101961489,0.8842037037037037,0.34614794166882834,0.8718333333333333
vit_p4_conv,B,15,0.0,0.29914497500878795,0.8867592592592592,0.3443321802218755,0.8738333333333334
vit_p8_conv,A,1,0.0009890738003669028,1.3980438464659233,0.4509444444444444,1.0578833265304566,0.5845
vit_p8_conv,A,2,0.0009567727288213003,1.0254965805124354,0.6096296296296296,0.9456050631205241,0.6386666666666667
vit_p8_conv,A,3,0.0009045084971874737,0.890248304049174,0.6627222222222222,0.8196082255045573,0.6828333333333333
vit_p8_conv,A,4,0.0008345653031794292,0.8182740733711807,0.6916666666666667,0.7608834527333578,0.7123333333333334
vit_p8_conv,A,5,0.00075,0.7581324129634434,0.7164444444444444,0.7092593609491984,0.7325
vit_p8_conv,A,6,0.0006545084971874737,0.7040175673343517,0.736462962962963,0.6749306483268738,0.7508333333333334
vit_p8_conv,A,7,0.0005522642316338268,0.6633597920382465,0.7512407407407408,0.6489642426172892,0.76
vit_p8_conv,A,8,0.0004477357683661734,0.6226350130681638,0.7657222222222222,0.6171526579856873,0.7738333333333334
vit_p8_conv,A,9,0.0003454915028125264,0.5866486446415936,0.7821851851851852,0.6112163794835409,0.7795
vit_p8_conv,A,10,0.0002500000000000001,0.5503539329634772,0.795,0.5794217427571614,0.7908333333333334
vit_p8_conv,A,11,0.00016543469682057103,0.5233821347377918,0.8037777777777778,0.549691220442454,0.7988333333333333
vit_p8_conv,A,12,9.549150281252631e-05,0.4946877608652468,0.8151296296296296,0.540957350730896,0.8006666666666666
vit_p8_conv,A,13,4.322727117869951e-05,0.4704122879240248,0.8233703703703704,0.5250836138725281,0.8076666666666666
vit_p8_conv,A,14,1.0926199633097156e-05,0.45347286984655594,0.8297222222222222,0.5332512729962667,0.8036666666666666
vit_p8_conv,A,15,0.0,0.44639398731125723,0.8325925925925926,0.5257018864949544,0.8081666666666667
vit_p8_conv,B,1,0.0009890738003669028,0.7484099472981912,0.723925925925926,0.4819052975177765,0.8265
vit_p8_conv,B,2,0.0009567727288213003,0.49523422882292006,0.8225,0.4317387284437815,0.8446666666666667
vit_p8_conv,B,3,0.0009045084971874737,0.4466632083963465,0.8375925925925926,0.42623192008336386,0.848
vit_p8_conv,B,4,0.0008345653031794292,0.4131975817768662,0.8482037037037037,0.39791710329055785,0.8531666666666666
vit_p8_conv,B,5,0.00075,0.39090977606949984,0.8573888888888889,0.39798943893114724,0.8566666666666667
vit_p8_conv,B,6,0.0006545084971874737,0.3675122116495062,0.8636851851851852,0.3829887031316757,0.8591666666666666
vit_p8_conv,B,7,0.0005522642316338268,0.3493570773027561,0.870462962962963,0.36381625910600024,0.8671666666666666
vit_p8_conv,B,8,0.0004477357683661734,0.33111319683657753,0.8761111111111111,0.3417618324756622,0.8756666666666667
vit_p8_conv,B,9,0.0003454915028125264,0.3136736536909033,0.8822592592592593,0.3209261845350265,0.8823333333333333
vit_p8_conv,B,10,0.0002500000000000001,0.29484227703235766,0.8893333333333333,0.32696541627248127,0.8813333333333333
vit_p8_conv,B,11,0.00016543469682057103,0.28029095892552974,0.895,0.30717474178473153,0.8875
vit_p8_conv,B,12,9.549150281252631e-05,0.264579335309841,0.8999814814814815,0.31113055006663004,0.8876666666666667
vit_p8_conv,B,13,4.322727117869951e-05,0.25288461605707807,0.9042777777777777,0.31419077201684315,0.8873333333333333
vit_p8_conv,B,14,1.0926199633097156e-05,0.2422549038419017,0.9082962962962963,0.30627173495292664,0.889
vit_p8_conv,B,15,0.0,0.23776987052846837,0.9116111111111111,0.3038752666711807,0.8916666666666667
